layer,shard,amax_act,amax_wgt,amax_act_last,scale_act,scale_fwd_med,iter
mlp.linear_fc1,40,11.6314,0.129883,0,38.5163,38.5163,8000
mlp.linear_fc2,40,1088,0.0639648,0,0.411765,1,8000
self_attention.linear_proj,53,25,0.0668945,0,17.92,17.92,8000
self_attention.linear_qkv,53,22.2357,0.121582,0,20.1478,20.1478,8000
mlp.linear_fc1,53,21.807,0.139648,0,20.5438,20.5438,8000
mlp.linear_fc2,53,1056,0.0917969,0,0.424242,1,8000
self_attention.linear_proj,54,22.875,0.060791,0,19.5847,19.5847,8000
self_attention.linear_qkv,54,23.2191,0.125977,0,19.2945,19.2945,8000
mlp.linear_fc1,54,22.2295,0.135742,0,20.1534,20.1534,8000
mlp.linear_fc2,54,668,0.106934,0,0.670659,1,8000
self_attention.linear_proj,55,34.75,0.0834961,0,12.8921,12.8921,8000
self_attention.linear_qkv,55,24.328,0.140625,0,18.415,18.415,8000
mlp.linear_fc1,55,23.0949,0.152344,0,19.3982,19.3982,8000
mlp.linear_fc2,55,620,0.116699,0,0.722581,1,8000
self_attention.linear_proj,56,21.25,0.0756836,0,21.0824,21.0824,8000
self_attention.linear_qkv,56,24.969,0.120605,0,17.9423,17.9423,8000
mlp.linear_fc1,56,23.9223,0.139648,0,18.7273,18.7273,8000
mlp.linear_fc2,56,1344,0.118164,0,0.333333,1,8000
self_attention.linear_proj,9,21.25,0.0605469,0,21.0824,21.0824,8000
self_attention.linear_qkv,9,13.4607,0.120605,0,33.282,33.282,8000
mlp.linear_fc1,9,12.2692,0.128906,0,36.5142,36.5142,8000
mlp.linear_fc2,9,512,0.060791,0,0.875,1,8000
self_attention.linear_proj,10,20.625,0.0673828,0,21.7212,21.7212,8000
self_attention.linear_qkv,10,13.6899,0.115234,0,32.7249,32.7249,8000
mlp.linear_fc1,10,11.9521,0.12793,0,37.4828,37.4828,8000
mlp.linear_fc2,10,828,0.0634766,0,0.541063,1,8000
self_attention.linear_proj,11,17.25,0.0617676,0,25.971,25.971,8000
self_attention.linear_qkv,11,12.8807,0.12793,0,34.7806,34.7806,8000
mlp.linear_fc1,11,12.1905,0.125977,0,36.75,36.75,8000
mlp.linear_fc2,11,490,0.0639648,0,0.914286,1,8000
self_attention.linear_proj,12,20.625,0.0578613,0,21.7212,21.7212,8000
self_attention.linear_qkv,12,12.954,0.112305,0,34.584,34.584,8000
mlp.linear_fc1,12,12.217,0.123535,0,36.6702,36.6702,8000
mlp.linear_fc2,12,960,0.0600586,0,0.466667,1,8000
self_attention.linear_proj,25,30.125,0.0654297,0,14.8714,14.8714,8000
self_attention.linear_qkv,25,7.39612,0.138672,0,60.5723,60.5723,8000
mlp.linear_fc1,25,7.31737,0.132812,0,61.2242,61.2242,8000
mlp.linear_fc2,25,1072,0.0617676,0,0.41791,1,8000
self_attention.linear_proj,26,23.25,0.0615234,0,19.2688,19.2688,8000
self_attention.linear_qkv,26,7.25771,0.12793,0,61.7274,61.7274,8000
mlp.linear_fc1,26,7.40109,0.131836,0,60.5316,60.5316,8000
mlp.linear_fc2,26,732,0.065918,0,0.612022,1,8000
self_attention.linear_proj,27,34.75,0.0717773,0,12.8921,12.8921,8000
self_attention.linear_qkv,27,7.71757,0.131836,0,58.0493,58.0493,8000
mlp.linear_fc1,27,7.70026,0.129883,0,58.1798,58.1798,8000
mlp.linear_fc2,27,640,0.0649414,0,0.7,1,8000
self_attention.linear_proj,28,22.875,0.0668945,0,19.5847,19.5847,8000
self_attention.linear_qkv,28,7.32506,0.116699,0,61.1599,61.1599,8000
mlp.linear_fc1,28,7.51896,0.125977,0,59.5827,59.5827,8000
mlp.linear_fc2,28,968,0.0625,0,0.46281,1,8000
self_attention.linear_proj,41,9.125,0.0517578,0,49.0959,49.0959,8000
self_attention.linear_qkv,41,11.3457,0.120605,0,39.4863,39.4863,8000
mlp.linear_fc1,41,12.0499,0.126953,0,37.1786,37.1786,8000
mlp.linear_fc2,41,980,0.0639648,0,0.457143,1,8000
self_attention.linear_proj,42,8.125,0.0488281,0,55.1385,55.1385,8000
self_attention.linear_qkv,42,11.8548,0.123047,0,37.7905,37.7905,8000
mlp.linear_fc1,42,12.6205,0.132812,0,35.4978,35.4978,8000
mlp.linear_fc2,42,418,0.065918,0,1.07177,1.07177,8000
self_attention.linear_proj,43,10.1875,0.0510254,0,43.9755,43.9755,8000
self_attention.linear_qkv,43,12.1664,0.118652,0,36.8226,36.8226,8000
mlp.linear_fc1,43,13.0431,0.133789,0,34.3477,34.3477,8000
mlp.linear_fc2,43,660,0.0622559,0,0.678788,1,8000
self_attention.linear_proj,44,10.9375,0.0473633,0,40.96,40.96,8000
self_attention.linear_qkv,44,12.9793,0.115723,0,34.5164,34.5164,8000
mlp.linear_fc1,44,13.8023,0.128906,0,32.4584,32.4584,8000
mlp.linear_fc2,44,508,0.0664062,0,0.88189,1,8000
self_attention.linear_proj,57,33,0.0732422,0,13.5758,13.5758,8000
self_attention.linear_qkv,57,25.8204,0.125,0,17.3506,17.3506,8000
mlp.linear_fc1,57,24.8269,0.129883,0,18.0449,18.0449,8000
mlp.linear_fc2,57,1640,0.164062,0,0.273171,1,8000
self_attention.linear_proj,58,24.25,0.100098,0,18.4742,18.4742,8000
self_attention.linear_qkv,58,27.2749,0.124023,0,16.4254,16.4254,8000
mlp.linear_fc1,58,27.2683,0.132812,0,16.4293,16.4293,8000
mlp.linear_fc2,58,1600,0.132812,0,0.28,1,8000
self_attention.linear_proj,59,36.25,0.0991211,0,12.3586,12.3586,8000
self_attention.linear_qkv,59,30.1277,0.136719,0,14.87,14.87,8000
mlp.linear_fc1,59,31.1425,0.158203,0,14.3855,14.3855,8000
mlp.linear_fc2,59,9152,0.178711,0,0.048951,1,8000
self_attention.linear_proj,60,24.5,0.0800781,0,18.2857,18.2857,8000
self_attention.linear_qkv,60,33.3277,0.123047,0,13.4423,13.4423,8000
mlp.linear_fc1,60,35.6448,0.165039,0,12.5685,12.5685,8000
mlp.linear_fc2,60,1200,0.19043,0,0.373333,1,8000
self_attention.linear_proj,13,30.125,0.0585938,0,14.8714,14.8714,8000
self_attention.linear_qkv,13,12.7809,0.119141,0,35.0524,35.0524,8000
mlp.linear_fc1,13,12.3062,0.125977,0,36.4045,36.4045,8000
mlp.linear_fc2,13,500,0.0698242,0,0.896,1,8000
self_attention.linear_proj,14,8.0625,0.0524902,0,55.5659,55.5659,8000
self_attention.linear_qkv,14,12.7676,0.119141,0,35.0889,35.0889,8000
mlp.linear_fc1,14,12.4682,0.124023,0,35.9315,35.9315,8000
mlp.linear_fc2,14,430,0.0644531,0,1.04186,1.04186,8000
self_attention.linear_proj,15,17.375,0.0810547,0,25.7842,25.7842,8000
self_attention.linear_qkv,15,12.4225,0.124023,0,36.0637,36.0637,8000
mlp.linear_fc1,15,11.9803,0.124512,0,37.3949,37.3949,8000
mlp.linear_fc2,15,556,0.0620117,0,0.805755,1,8000
self_attention.linear_proj,16,19.5,0.0529785,0,22.9744,22.9744,8000
self_attention.linear_qkv,16,11.7699,0.120605,0,38.063,38.063,8000
mlp.linear_fc1,16,11.6648,0.137695,0,38.4061,38.4061,8000
mlp.linear_fc2,16,688,0.0654297,0,0.651163,1,8000
self_attention.linear_proj,29,23.625,0.0644531,0,18.963,18.963,8000
self_attention.linear_qkv,29,7.83664,0.123535,0,57.1673,57.1673,8000
mlp.linear_fc1,29,7.79837,0.131836,0,57.4479,57.4479,8000
mlp.linear_fc2,29,676,0.0634766,0,0.662722,1,8000
self_attention.linear_proj,30,24.125,0.0732422,0,18.5699,18.5699,8000
self_attention.linear_qkv,30,7.73191,0.121094,0,57.9417,57.9417,8000
mlp.linear_fc1,30,7.69086,0.138672,0,58.251,58.251,8000
mlp.linear_fc2,30,924,0.0625,0,0.484848,1,8000
self_attention.linear_proj,31,16.25,0.0668945,0,27.5692,27.5692,8000
self_attention.linear_qkv,31,7.31128,0.119141,0,61.2752,61.2752,8000
mlp.linear_fc1,31,7.69134,0.137695,0,58.2473,58.2473,8000
mlp.linear_fc2,31,968,0.0668945,0,0.46281,1,8000
self_attention.linear_proj,32,21.125,0.0576172,0,21.2071,21.2071,8000
self_attention.linear_qkv,32,7.76101,0.116211,0,57.7244,57.7244,8000
mlp.linear_fc1,32,8.12056,0.125977,0,55.1686,55.1686,8000
mlp.linear_fc2,32,920,0.0634766,0,0.486957,1,8000
self_attention.linear_proj,45,24.875,0.059082,0,18.01,18.01,8000
self_attention.linear_qkv,45,13.9463,0.118652,0,32.1233,32.1233,8000
mlp.linear_fc1,45,14.1942,0.143555,0,31.5623,31.5623,8000
mlp.linear_fc2,45,676,0.0688477,0,0.662722,1,8000
self_attention.linear_proj,46,26,0.0639648,0,17.2308,17.2308,8000
self_attention.linear_qkv,46,14.5867,0.120605,0,30.713,30.713,8000
mlp.linear_fc1,46,14.9518,0.137695,0,29.963,29.963,8000
mlp.linear_fc2,46,884,0.0664062,0,0.506787,1,8000
self_attention.linear_proj,47,23.125,0.0585938,0,19.373,19.373,8000
self_attention.linear_qkv,47,15.2035,0.117676,0,29.4669,29.4669,8000
mlp.linear_fc1,47,15.5269,0.131836,0,28.8531,28.8531,8000
mlp.linear_fc2,47,326,0.065918,0,1.37423,1.37423,8000
self_attention.linear_proj,48,24.875,0.065918,0,18.01,18.01,8000
self_attention.linear_qkv,48,16.2626,0.12793,0,27.5479,27.5479,8000
mlp.linear_fc1,48,16.3494,0.125,0,27.4017,27.4017,8000
mlp.linear_fc2,48,572,0.0732422,0,0.783217,1,8000
self_attention.linear_proj,61,20,0.0942383,0,22.4,22.4,8000
self_attention.linear_qkv,61,39.0349,0.119141,0,11.4769,11.4769,8000
mlp.linear_fc1,61,41.3209,0.135742,0,10.842,10.842,8000
mlp.linear_fc2,61,1720,0.174805,0,0.260465,1,8000
self_attention.linear_proj,62,31,0.0825195,0,14.4516,14.4516,8000
self_attention.linear_qkv,62,44.2303,0.113281,0,10.1288,10.1288,8000
mlp.linear_fc1,62,46.4854,0.12793,0,9.63742,9.63742,8000
mlp.linear_fc2,62,1976,0.158203,0,0.226721,1,8000
self_attention.linear_proj,63,17,0.0839844,0,26.3529,26.3529,8000
self_attention.linear_qkv,63,48.8273,0.11377,0,9.1752,9.1752,8000
mlp.linear_fc1,63,50.881,0.129883,0,8.80486,8.80486,8000
mlp.linear_fc2,63,1688,0.174805,0,0.265403,1,8000
self_attention.linear_proj,0,25.75,0.269531,0,17.3981,17.3981,12000
self_attention.linear_qkv,0,7.00796,0.166016,0,63.9273,63.9273,12000
mlp.linear_fc1,0,17.8986,0.162109,0,25.0299,25.0299,12000
mlp.linear_fc2,0,740,0.496094,0,0.605405,1,12000
self_attention.linear_proj,1,13.8125,0.316406,0,32.4344,32.4344,12000
self_attention.linear_qkv,1,39.1154,0.148438,0,11.4533,11.4533,12000
mlp.linear_fc1,1,15.5687,0.161133,0,28.7757,28.7757,12000
mlp.linear_fc2,1,1728,0.519531,0,0.259259,1,12000
self_attention.linear_proj,2,15.9375,0.234375,0,28.1098,28.1098,12000
self_attention.linear_qkv,2,38.6849,0.164062,0,11.5807,11.5807,12000
mlp.linear_fc1,2,14.8392,0.164062,0,30.1904,30.1904,12000
mlp.linear_fc2,2,720,0.279297,0,0.622222,1,12000
self_attention.linear_proj,3,23.625,0.227539,0,18.963,18.963,12000
self_attention.linear_qkv,3,42.5798,0.154297,0,10.5214,10.5214,12000
mlp.linear_fc1,3,21.4472,0.15918,0,20.8885,20.8885,12000
mlp.linear_fc2,3,860,0.271484,0,0.52093,1,12000
self_attention.linear_proj,4,22.375,0.425781,0,20.0223,20.0223,12000
self_attention.linear_qkv,4,41.8253,0.157227,0,10.7112,10.7112,12000
mlp.linear_fc1,4,23.9032,0.180664,0,18.7423,18.7423,12000
mlp.linear_fc2,4,1240,0.235352,0,0.36129,1,12000
self_attention.linear_proj,17,42.5,0.15625,0,10.5412,10.5412,12000
self_attention.linear_qkv,17,51.1366,0.1875,0,8.76084,8.76084,12000
mlp.linear_fc1,17,24.5067,0.157227,0,18.2807,18.2807,12000
mlp.linear_fc2,17,964,0.151367,0,0.46473,1,12000
self_attention.linear_proj,18,25.375,0.162109,0,17.6552,17.6552,12000
self_attention.linear_qkv,18,45.6007,0.146484,0,9.82441,9.82441,12000
mlp.linear_fc1,18,25.342,0.163086,0,17.6781,17.6781,12000
mlp.linear_fc2,18,676,0.150391,0,0.662722,1,12000
self_attention.linear_proj,19,43,0.166016,0,10.4186,10.4186,12000
self_attention.linear_qkv,19,45.5745,0.195312,0,9.83005,9.83005,12000
mlp.linear_fc1,19,24.1021,0.149414,0,18.5876,18.5876,12000
mlp.linear_fc2,19,1048,0.169922,0,0.427481,1,12000
self_attention.linear_proj,20,27.875,0.119629,0,16.0717,16.0717,12000
self_attention.linear_qkv,20,41.514,0.137695,0,10.7915,10.7915,12000
mlp.linear_fc1,20,25.5203,0.147461,0,17.5546,17.5546,12000
mlp.linear_fc2,20,880,0.131836,0,0.509091,1,12000
self_attention.linear_proj,33,31.5,0.104004,0,14.2222,14.2222,12000
self_attention.linear_qkv,33,30.0887,0.140625,0,14.8893,14.8893,12000
mlp.linear_fc1,33,29.2122,0.157227,0,15.3361,15.3361,12000
mlp.linear_fc2,33,1000,0.175781,0,0.448,1,12000
self_attention.linear_proj,34,41.25,0.139648,0,10.8606,10.8606,12000
self_attention.linear_qkv,34,29.5229,0.162109,0,15.1747,15.1747,12000
mlp.linear_fc1,34,27.6981,0.150391,0,16.1744,16.1744,12000
mlp.linear_fc2,34,1104,0.129883,0,0.405797,1,12000
self_attention.linear_proj,35,30.875,0.108398,0,14.5101,14.5101,12000
self_attention.linear_qkv,35,26.5653,0.167969,0,16.8641,16.8641,12000
mlp.linear_fc1,35,27.0143,0.146484,0,16.5838,16.5838,12000
mlp.linear_fc2,35,1488,0.15332,0,0.301075,1,12000
self_attention.linear_proj,36,26.125,0.104492,0,17.1483,17.1483,12000
self_attention.linear_qkv,36,26.3442,0.148438,0,17.0056,17.0056,12000
mlp.linear_fc1,36,25.0877,0.154297,0,17.8574,17.8574,12000
mlp.linear_fc2,36,1232,0.124512,0,0.363636,1,12000
self_attention.linear_proj,49,43.75,0.139648,0,10.24,10.24,12000
self_attention.linear_qkv,49,40.3841,0.160156,0,11.0935,11.0935,12000
mlp.linear_fc1,49,29.8113,0.158203,0,15.0279,15.0279,12000
mlp.linear_fc2,49,1504,0.170898,0,0.297872,1,12000
self_attention.linear_proj,50,27.5,0.186523,0,16.2909,16.2909,12000
self_attention.linear_qkv,50,40.9523,0.132812,0,10.9396,10.9396,12000
mlp.linear_fc1,50,29.3032,0.21875,0,15.2884,15.2884,12000
mlp.linear_fc2,50,2208,0.169922,0,0.202899,1,12000
self_attention.linear_proj,51,30.5,0.137695,0,14.6885,14.6885,12000
self_attention.linear_qkv,51,41.0868,0.140625,0,10.9037,10.9037,12000
mlp.linear_fc1,51,29.9397,0.149414,0,14.9634,14.9634,12000
mlp.linear_fc2,51,2656,0.209961,0,0.168675,1,12000
self_attention.linear_proj,52,32.75,0.192383,0,13.6794,13.6794,12000
self_attention.linear_qkv,52,40.979,0.128906,0,10.9324,10.9324,12000
mlp.linear_fc1,52,29.6098,0.15625,0,15.1301,15.1301,12000
mlp.linear_fc2,52,3392,0.178711,0,0.132075,1,12000
self_attention.linear_proj,5,30.75,0.255859,0,14.5691,14.5691,12000
self_attention.linear_qkv,5,44.7288,0.158203,0,10.0159,10.0159,12000
mlp.linear_fc1,5,23.7306,0.173828,0,18.8786,18.8786,12000
mlp.linear_fc2,5,11776,0.349609,0,0.0380435,1,12000
self_attention.linear_proj,6,43,0.138672,0,10.4186,10.4186,12000
self_attention.linear_qkv,6,48.851,0.171875,0,9.17075,9.17075,12000
mlp.linear_fc1,6,21.4702,0.162109,0,20.8662,20.8662,12000
mlp.linear_fc2,6,576,0.230469,0,0.777778,1,12000
self_attention.linear_proj,7,49.75,0.180664,0,9.00502,9.00502,12000
self_attention.linear_qkv,7,50.6733,0.179688,0,8.83045,8.83045,12000
mlp.linear_fc1,7,19.9208,0.164062,0,22.489,22.489,12000
mlp.linear_fc2,7,1928,0.234375,0,0.232365,1,12000
self_attention.linear_proj,8,33,0.160156,0,13.5758,13.5758,12000
self_attention.linear_qkv,8,46.1847,0.167969,0,9.70019,9.70019,12000
mlp.linear_fc1,8,18.25,0.180664,0,24.5479,24.5479,12000
mlp.linear_fc2,8,1080,0.148438,0,0.414815,1,12000
self_attention.linear_proj,21,36.5,0.140625,0,12.274,12.274,12000
self_attention.linear_qkv,21,41.6738,0.149414,0,10.7502,10.7502,12000
mlp.linear_fc1,21,27.965,0.169922,0,16.02,16.02,12000
mlp.linear_fc2,21,1776,0.178711,0,0.252252,1,12000
self_attention.linear_proj,22,50.25,0.137695,0,8.91542,8.91542,12000
self_attention.linear_qkv,22,46.51,0.171875,0,9.63234,9.63234,12000
mlp.linear_fc1,22,28.4481,0.150391,0,15.748,15.748,12000
mlp.linear_fc2,22,708,0.121582,0,0.632768,1,12000
self_attention.linear_proj,23,44.5,0.135742,0,10.0674,10.0674,12000
self_attention.linear_qkv,23,43.9597,0.179688,0,10.1912,10.1912,12000
mlp.linear_fc1,23,28.3667,0.157227,0,15.7932,15.7932,12000
mlp.linear_fc2,23,1344,0.119141,0,0.333333,1,12000
self_attention.linear_proj,24,40.5,0.130859,0,11.0617,11.0617,12000
self_attention.linear_qkv,24,40.92,0.167969,0,10.9482,10.9482,12000
mlp.linear_fc1,24,29.0528,0.167969,0,15.4202,15.4202,12000
mlp.linear_fc2,24,1232,0.109863,0,0.363636,1,12000
self_attention.linear_proj,37,11.3125,0.0883789,0,39.6022,39.6022,12000
self_attention.linear_qkv,37,26.0318,0.154297,0,17.2097,17.2097,12000
mlp.linear_fc1,37,23.7587,0.154297,0,18.8563,18.8563,12000
mlp.linear_fc2,37,1136,0.136719,0,0.394366,1,12000
self_attention.linear_proj,38,29.25,0.121094,0,15.3162,15.3162,12000
self_attention.linear_qkv,38,30.1535,0.15625,0,14.8573,14.8573,12000
mlp.linear_fc1,38,24.6844,0.147461,0,18.1491,18.1491,12000
mlp.linear_fc2,38,1632,0.148438,0,0.27451,1,12000
self_attention.linear_proj,39,16.75,0.0976562,0,26.7463,26.7463,12000
self_attention.linear_qkv,39,29.6921,0.125977,0,15.0882,15.0882,12000
mlp.linear_fc1,39,26.4248,0.154297,0,16.9537,16.9537,12000
mlp.linear_fc2,39,1352,0.126953,0,0.331361,1,12000
self_attention.linear_proj,40,27,0.111816,0,16.5926,16.5926,12000
self_attention.linear_qkv,40,30.6253,0.131836,0,14.6284,14.6284,12000
mlp.linear_fc1,40,26.4087,0.147461,0,16.9641,16.9641,12000
mlp.linear_fc2,40,1848,0.163086,0,0.242424,1,12000
self_attention.linear_proj,53,35,0.140625,0,12.8,12.8,12000
self_attention.linear_qkv,53,41.0545,0.168945,0,10.9123,10.9123,12000
mlp.linear_fc1,53,31.0553,0.265625,0,14.4259,14.4259,12000
mlp.linear_fc2,53,2160,0.224609,0,0.207407,1,12000
self_attention.linear_proj,54,30,0.15625,0,14.9333,14.9333,12000
self_attention.linear_qkv,54,42.0684,0.141602,0,10.6493,10.6493,12000
mlp.linear_fc1,54,33.2807,0.171875,0,13.4613,13.4613,12000
mlp.linear_fc2,54,2592,0.257812,0,0.17284,1,12000
self_attention.linear_proj,55,54.25,0.21582,0,8.25806,8.25806,12000
self_attention.linear_qkv,55,44.2849,0.189453,0,10.1163,10.1163,12000
mlp.linear_fc1,55,33.7884,0.332031,0,13.259,13.259,12000
mlp.linear_fc2,55,7072,0.326172,0,0.0633484,1,12000
self_attention.linear_proj,56,30.125,0.183594,0,14.8714,14.8714,12000
self_attention.linear_qkv,56,44.684,0.146484,0,10.026,10.026,12000
mlp.linear_fc1,56,37.7499,0.351562,0,11.8676,11.8676,12000
mlp.linear_fc2,56,8640,0.324219,0,0.0518519,1,12000
self_attention.linear_proj,9,26.125,0.146484,0,17.1483,17.1483,12000
self_attention.linear_qkv,9,45.7975,0.138672,0,9.7822,9.7822,12000
mlp.linear_fc1,9,18.9998,0.178711,0,23.5792,23.5792,12000
mlp.linear_fc2,9,612,0.171875,0,0.732026,1,12000
self_attention.linear_proj,10,29.375,0.166016,0,15.2511,15.2511,12000
self_attention.linear_qkv,10,48.4142,0.146484,0,9.25349,9.25349,12000
mlp.linear_fc1,10,18.5586,0.15332,0,24.1397,24.1397,12000
mlp.linear_fc2,10,1432,0.200195,0,0.312849,1,12000
self_attention.linear_proj,11,23.5,0.147461,0,19.0638,19.0638,12000
self_attention.linear_qkv,11,43.8187,0.148438,0,10.224,10.224,12000
mlp.linear_fc1,11,17.8971,0.15918,0,25.032,25.032,12000
mlp.linear_fc2,11,804,0.165039,0,0.557214,1,12000
self_attention.linear_proj,12,26.875,0.165039,0,16.6698,16.6698,12000
self_attention.linear_qkv,12,45.7321,0.138672,0,9.79619,9.79619,12000
mlp.linear_fc1,12,20.4308,0.155273,0,21.9277,21.9277,12000
mlp.linear_fc2,12,4416,0.189453,0,0.101449,1,12000
self_attention.linear_proj,25,45.5,0.116211,0,9.84615,9.84615,12000
self_attention.linear_qkv,25,36.7929,0.185547,0,12.1763,12.1763,12000
mlp.linear_fc1,25,29.306,0.162109,0,15.287,15.287,12000
mlp.linear_fc2,25,1256,0.114746,0,0.356688,1,12000
self_attention.linear_proj,26,39,0.125977,0,11.4872,11.4872,12000
self_attention.linear_qkv,26,33.8493,0.169922,0,13.2351,13.2351,12000
mlp.linear_fc1,26,28.5398,0.15918,0,15.6974,15.6974,12000
mlp.linear_fc2,26,1152,0.108887,0,0.388889,1,12000
self_attention.linear_proj,27,50.5,0.131836,0,8.87129,8.87129,12000
self_attention.linear_qkv,27,36.9614,0.18457,0,12.1207,12.1207,12000
mlp.linear_fc1,27,27.7502,0.160156,0,16.144,16.144,12000
mlp.linear_fc2,27,1304,0.103516,0,0.343558,1,12000
self_attention.linear_proj,28,39.5,0.108887,0,11.3418,11.3418,12000
self_attention.linear_qkv,28,34.6538,0.155273,0,12.9279,12.9279,12000
mlp.linear_fc1,28,28.6177,0.155273,0,15.6546,15.6546,12000
mlp.linear_fc2,28,1184,0.125,0,0.378378,1,12000
self_attention.linear_proj,41,15.0625,0.0883789,0,29.7427,29.7427,12000
self_attention.linear_qkv,41,31.4307,0.161133,0,14.2536,14.2536,12000
mlp.linear_fc1,41,26.0615,0.170898,0,17.1901,17.1901,12000
mlp.linear_fc2,41,1776,0.132812,0,0.252252,1,12000
self_attention.linear_proj,42,11,0.0854492,0,40.7273,40.7273,12000
self_attention.linear_qkv,42,32.923,0.126953,0,13.6075,13.6075,12000
mlp.linear_fc1,42,26.6506,0.148438,0,16.8101,16.8101,12000
mlp.linear_fc2,42,892,0.143555,0,0.502242,1,12000
self_attention.linear_proj,43,15.75,0.106445,0,28.4444,28.4444,12000
self_attention.linear_qkv,43,34.8167,0.125977,0,12.8674,12.8674,12000
mlp.linear_fc1,43,28.1322,0.164062,0,15.9248,15.9248,12000
mlp.linear_fc2,43,2688,0.161133,0,0.166667,1,12000
self_attention.linear_proj,44,15,0.0888672,0,29.8667,29.8667,12000
self_attention.linear_qkv,44,35.1903,0.161133,0,12.7308,12.7308,12000
mlp.linear_fc1,44,26.6922,0.150391,0,16.7839,16.7839,12000
mlp.linear_fc2,44,1416,0.176758,0,0.316384,1,12000
self_attention.linear_proj,57,41.5,0.181641,0,10.7952,10.7952,12000
self_attention.linear_qkv,57,45.426,0.170898,0,9.8622,9.8622,12000
mlp.linear_fc1,57,39.146,0.237305,0,11.4443,11.4443,12000
mlp.linear_fc2,57,9280,0.318359,0,0.0482759,1,12000
self_attention.linear_proj,58,33,0.269531,0,13.5758,13.5758,12000
self_attention.linear_qkv,58,48.1366,0.169922,0,9.30684,9.30684,12000
mlp.linear_fc1,58,43.6659,0.414062,0,10.2597,10.2597,12000
mlp.linear_fc2,58,4064,0.507812,0,0.110236,1,12000
self_attention.linear_proj,59,57.25,0.283203,0,7.82533,7.82533,12000
self_attention.linear_qkv,59,51.0887,0.15625,0,8.76905,8.76905,12000
mlp.linear_fc1,59,50.3794,0.392578,0,8.89252,8.89252,12000
mlp.linear_fc2,59,3920,0.511719,0,0.114286,1,12000
self_attention.linear_proj,60,43,0.217773,0,10.4186,10.4186,12000
self_attention.linear_qkv,60,52.2603,0.140625,0,8.57246,8.57246,12000
mlp.linear_fc1,60,55.4551,0.291016,0,8.0786,8.0786,12000
mlp.linear_fc2,60,4608,0.494141,0,0.0972222,1,12000
self_attention.linear_proj,13,46.5,0.124512,0,9.63441,9.63441,12000
self_attention.linear_qkv,13,43.809,0.143555,0,10.2262,10.2262,12000
mlp.linear_fc1,13,20.7259,0.154297,0,21.6154,21.6154,12000
mlp.linear_fc2,13,2080,0.236328,0,0.215385,1,12000
self_attention.linear_proj,14,12.6875,0.119629,0,35.3103,35.3103,12000
self_attention.linear_qkv,14,45.2032,0.125977,0,9.91081,9.91081,12000
mlp.linear_fc1,14,20.6908,0.154297,0,21.6521,21.6521,12000
mlp.linear_fc2,14,956,0.233398,0,0.468619,1,12000
self_attention.linear_proj,15,29.5,0.154297,0,15.1864,15.1864,12000
self_attention.linear_qkv,15,45.9445,0.15332,0,9.7509,9.7509,12000
mlp.linear_fc1,15,22.6968,0.163086,0,19.7384,19.7384,12000
mlp.linear_fc2,15,824,0.251953,0,0.543689,1,12000
